Tanggal,Harga_Beras,Inflasi,Prediksi
17/03/2026,,,14600.30994
18/03/2026,,,14600.30994
19/03/2026,,,14600.30994
20/03/2026,,,14600.30994
21/03/2026,,,14600.30994
22/03/2026,,,14600.30994
23/03/2026,,,14600.30994
24/03/2026,,,14600.30994
25/03/2026,,,14600.30994
26/03/2026,,,14600.30994
27/03/2026,,,14600.30994
28/03/2026,,,14600.30994
29/03/2026,,,14600.30994
30/03/2026,,,14600.30994
31/03/2026,,,14600.30994
